catalog_identifier	name	long_name	ra	dec	magnitude	major_axis	Type	Const
1113	Har 1113	I 1467	348.345833333333	-49.6075	6.8	0	D*	Gru
1114	Har 1114	NGC 7552	349.075	-42.5905222222222	10	3.5	Gx	Gru
1115	Har 1115	NGC 7582	349.629166666667	-42.3755888888889	10	4.6	Gx	Gru
1116	Har 1116	94 Aqr	349.808333333333	-13.4455222222222	5.2	0	D*	Aqr
1117	Har 1117	NGC 7606	349.8	-8.49052222222222	10	5.8	Gx	Aqr
1118	Har 1118	NGC 7619	350.091666666667	8.20416666666667	11	2.9	Gx	Peg
1119	Har 1119	STF 3007	350.733333333333	20.5742	6.6	0	D*	Peg
1120	Har 1120	STF 3009	351.095833333333	3.72836666666667	6.6	0	D*	Psc
1121	Har 1121	NGC 7662	351.5	42.5519444444444	8.3	2.2	PN	And
1122	Har 1122	PK104-29.1	354	30.4764222222222	12.7	0	PN	Peg
1123	Har 1123	Howe 93	354.3	-31.8597222222222	6.5	0	D*	Scl
1124	Har 1124	DUN 251	354.895833333333	-46.6264222222222	6.1	0	D*	Phe
1125	Har 1125	R Aqr	355.9875	-15.2717	8.7	0	*	Aqr
1126	Har 1126	78 Peg	356.025	29.3778111111111	4.9	0	D*	Peg
1127	Har 1127	107 Aqr	356.533333333333	-18.6655555555556	5.3	0	D*	Aqr
1128	Har 1128	NGC 7793	359.7375	-32.5969111111111	9	9.1	Gx	Scl
1129	Har 1129	STF 3050	359.9	33.7410777777778	5.8	0	D*	And
